episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,1,0.693247,0.000000,0.010000,1.000000,0
1,1,1.484206,0.000047,0.010000,1.000000,1
2,0,0.350547,0.000037,0.010000,1.000000,0
3,0,2.170680,0.000030,0.010000,1.000000,0
4,1,0.079661,0.000024,0.010000,1.000000,1
5,0,1.474943,0.000019,0.010000,1.000000,1
6,1,0.456539,0.000015,0.010000,1.000000,1
7,0,1.830639,0.000012,0.010000,1.000000,0
8,0,0.195430,0.000010,0.010000,1.000000,0
9,1,1.826683,0.000008,0.010000,1.000000,0
10,0,0.208700,0.000006,0.010000,1.000000,0
11,1,1.850723,0.000005,0.010000,1.000000,1
12,0,0.194732,0.000004,0.010000,1.000000,1
13,0,1.840379,0.000003,0.010000,1.000000,1
14,1,0.143772,0.000003,0.010000,1.000000,0
15,1,2.032969,0.000002,0.010000,1.000000,1
16,1,0.117500,0.000002,0.010000,1.000000,1
17,1,1.649358,0.000003,0.010000,1.000000,0
18,0,0.234630,0.000003,0.010000,1.000000,1
19,0,2.181394,0.000002,0.010000,1.000000,0
20,1,0.078099,0.000002,0.010000,1.000000,1
21,1,1.456516,0.000001,0.010000,1.000000,0
22,1,0.377742,0.000101,0.010000,1.000000,0
23,0,1.633360,0.000081,0.010000,1.000000,0
24,0,0.417734,0.000065,0.010000,1.000000,1
25,1,2.079581,0.000052,0.010000,1.000000,0
26,0,0.081279,0.000041,0.010000,1.000000,0
27,1,1.671574,0.000033,0.010000,1.000000,0
28,0,0.239654,0.000027,0.010000,1.000000,1
29,0,2.108609,0.000021,0.010000,1.000000,0
30,0,0.088279,0.000017,0.010000,1.000000,0
31,1,1.441676,0.000014,0.010000,1.000000,0
32,1,0.536352,0.000011,0.010000,1.000000,0
33,0,1.775642,0.000009,0.010000,1.000000,1
34,1,0.215219,0.000007,0.010000,1.000000,0
35,0,1.945153,0.000006,0.010000,1.000000,1
36,1,0.138891,0.000004,0.010000,1.000000,0
37,0,1.799690,0.000004,0.010000,1.000000,1
38,1,0.202442,0.000003,0.010000,1.000000,0
39,1,1.931264,0.000022,0.010000,1.000000,1
40,0,0.122988,0.000018,0.010000,1.000000,0
41,1,1.883337,0.000029,0.010000,1.000000,1
42,1,0.141322,0.000122,0.010000,1.000000,0
43,1,1.559726,0.000309,0.010000,1.000000,1
44,1,0.244203,0.000590,0.010000,1.000000,1
45,1,1.486681,0.000959,0.010000,1.000000,0
46,0,0.229954,0.000939,0.010000,1.000000,0
47,1,2.639818,0.001076,0.010000,1.000000,0
48,0,0.010344,0.000912,0.010000,1.000000,1
49,0,0.775915,0.000730,0.010000,1.000000,1
50,1,1.805024,0.000604,0.010000,1.000000,1
51,1,0.132561,0.000654,0.010000,1.000000,0
52,1,1.326578,0.000858,0.010000,1.000000,0
53,0,0.336832,0.000727,0.010000,1.000000,0
54,0,2.639117,0.000582,0.010000,1.000000,1
55,0,0.033787,0.000465,0.010000,1.000000,0
56,1,1.250204,0.000372,0.010000,1.000000,1
57,1,0.546462,0.000320,0.010000,1.000000,1
58,0,1.402243,0.000256,0.010000,1.000000,0
59,0,0.722704,0.000205,0.010000,1.000000,1
60,0,1.720141,0.000164,0.010000,1.000000,1
61,0,0.267521,0.000131,0.010000,1.000000,1
62,1,1.914032,0.000105,0.010000,1.000000,0
63,0,0.160812,0.000084,0.010000,1.000000,0
64,1,1.802892,0.000067,0.010000,1.000000,1
65,0,0.212799,0.000054,0.010000,1.000000,1
66,1,1.890981,0.000043,0.010000,1.000000,1
67,1,0.169010,0.000034,0.010000,1.000000,0
68,1,1.790777,0.000051,0.010000,1.000000,1
69,1,0.162547,0.000175,0.010000,1.000000,0
70,0,1.530721,0.000140,0.010000,1.000000,1
71,0,0.537733,0.000112,0.010000,1.000000,0
72,1,1.967709,0.000090,0.010000,1.000000,1
73,0,0.106948,0.000072,0.010000,1.000000,0
74,0,1.850471,0.000057,0.010000,1.000000,0
75,1,0.182536,0.000046,0.010000,1.000000,0
76,1,1.878766,0.000042,0.010000,1.000000,0
77,1,0.137942,0.000134,0.010000,1.000000,1
78,1,1.521222,0.000330,0.010000,1.000000,1
79,1,0.259908,0.000624,0.010000,1.000000,1
80,0,1.467529,0.000601,0.010000,1.000000,1
81,1,0.725529,0.000724,0.010000,1.000000,0
82,1,1.082612,0.000975,0.010000,1.000000,0
