episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010000,1.000000,0
1,0,1.484206,0.000047,0.010000,1.000000,0
2,0,0.350547,0.000167,0.010000,1.000000,0
3,0,1.638274,0.000371,0.010000,1.000000,1
4,0,0.187548,0.000662,0.010000,1.000000,1
5,0,1.379986,0.001035,0.010000,1.000000,0
6,1,0.278601,0.000971,0.010000,1.000000,1
7,0,2.736348,0.001077,0.010000,1.000000,1
8,1,0.010000,0.000861,0.010000,1.000000,0
9,1,0.643549,0.000689,0.010000,1.000000,1
10,0,2.094325,0.000551,0.010000,1.000000,1
11,1,0.057285,0.000441,0.010000,1.000000,0
12,0,1.727491,0.000353,0.010000,1.000000,0
13,0,0.159130,0.000360,0.010000,1.000000,1
14,1,1.379284,0.000288,0.010000,1.000000,0
15,1,0.839475,0.000231,0.010000,1.000000,1
16,1,1.633350,0.000184,0.010000,1.000000,1
17,0,0.369273,0.000148,0.010000,1.000000,0
18,0,1.771421,0.000118,0.010000,1.000000,0
19,1,0.155464,0.000094,0.010000,1.000000,1
20,1,2.165082,0.000076,0.010000,1.000000,0
21,1,0.090788,0.000060,0.010000,1.000000,0
22,0,1.597005,0.000048,0.010000,1.000000,0
23,1,0.329452,0.000039,0.010000,1.000000,1
24,1,1.977714,0.000031,0.010000,1.000000,1
25,1,0.109459,0.000025,0.010000,1.000000,0
26,1,1.443881,0.000129,0.010000,1.000000,0
27,1,0.319970,0.000356,0.010000,1.000000,1
28,0,1.488888,0.000301,0.010000,1.000000,0
29,1,0.680269,0.000400,0.010000,1.000000,0
30,1,1.162008,0.000636,0.010000,1.000000,0
31,0,0.489798,0.000546,0.010000,1.000000,0
32,0,2.464591,0.000437,0.010000,1.000000,0
33,0,0.053848,0.000349,0.010000,1.000000,1
34,1,1.525531,0.000279,0.010000,1.000000,0
35,0,0.306318,0.000224,0.010000,1.000000,0
36,1,2.229258,0.000179,0.010000,1.000000,0
37,0,0.049457,0.000143,0.010000,1.000000,1
38,1,1.434588,0.000114,0.010000,1.000000,0
39,1,0.390982,0.000133,0.010000,1.000000,0
40,0,1.610923,0.000106,0.010000,1.000000,1
41,1,0.445495,0.000105,0.010000,1.000000,0
42,0,1.588580,0.000084,0.010000,1.000000,0
43,0,0.456145,0.000067,0.010000,1.000000,1
44,1,2.028386,0.000054,0.010000,1.000000,0
45,1,0.094591,0.000065,0.010000,1.000000,1
46,0,1.365980,0.000052,0.010000,1.000000,0
47,1,0.698183,0.000053,0.010000,1.000000,0
48,0,1.315795,0.000042,0.010000,1.000000,0
