Start Switch CartPole (Decoupled Uncertainty: NE~Novelty, ACh~Variance). Episodes: 15000
Ep    0 | NORMAL | R:  29 | Avg: 29.0 | NE: 1.04 | ACh: 0.0001 | LR: 0.000100 | TDsig: 0.97 | Unexpected: 0.00 | Expected: 0.84
Ep 3300 | NORMAL | R: 242 | Avg: 142.1 | NE: 1.44 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.96 | Unexpected: 0.21 | Expected: 5.69
Ep 3400 | NORMAL | R: 174 | Avg: 147.3 | NE: 1.45 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.94 | Unexpected: 0.22 | Expected: 5.91
Ep 3500 | NORMAL | R: 115 | Avg: 191.8 | NE: 1.42 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.21 | Expected: 6.31
Ep 3600 | NORMAL | R: 204 | Avg: 205.5 | NE: 1.44 | ACh: 0.0097 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.22 | Expected: 4.82
Ep 3700 | NORMAL | R: 280 | Avg: 221.8 | NE: 1.43 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.79 | Unexpected: 0.21 | Expected: 7.63
Ep 3800 | NORMAL | R: 224 | Avg: 238.6 | NE: 1.44 | ACh: 0.0094 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.21 | Expected: 4.61
Ep 3900 | NORMAL | R: 249 | Avg: 242.8 | NE: 1.44 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.42 | Unexpected: 0.22 | Expected: 8.98
Ep 4000 | NORMAL | R: 328 | Avg: 259.8 | NE: 1.43 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.35 | Unexpected: 0.21 | Expected: 8.07
Ep 4100 | NORMAL | R: 301 | Avg: 243.1 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 1.41 | Unexpected: 0.23 | Expected: 9.77
Ep 4200 | NORMAL | R: 231 | Avg: 218.5 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.93 | Unexpected: 0.23 | Expected: 8.09
Ep 4300 | NORMAL | R: 156 | Avg: 242.6 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 9.37 | Unexpected: 0.23 | Expected: 9.06
Ep 4400 | NORMAL | R: 256 | Avg: 210.6 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.72 | Unexpected: 0.24 | Expected: 8.63
Ep 4500 | NORMAL | R: 217 | Avg: 245.0 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 6.90
Ep 4600 | NORMAL | R: 258 | Avg: 246.7 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 19.24 | Unexpected: 0.23 | Expected: 8.50
Ep 4700 | NORMAL | R: 207 | Avg: 240.9 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 6.57
Ep 4800 | NORMAL | R: 164 | Avg: 204.5 | NE: 1.53 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.68 | Unexpected: 0.26 | Expected: 7.19
Ep 4900 | NORMAL | R: 190 | Avg: 228.3 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 19.05 | Unexpected: 0.24 | Expected: 7.08
Ep 5000 | NORMAL | R: 236 | Avg: 265.2 | NE: 1.47 | ACh: 0.0101 | LR: 0.030000 | TDsig: 13.69 | Unexpected: 0.23 | Expected: 9.42
Ep 5100 | INVERTED | R:  70 | Avg: 154.6 | NE: 1.56 | ACh: 0.0101 | LR: 0.016919 | TDsig: 15.81 | Unexpected: 0.27 | Expected: 8.07
Ep 5200 | INVERTED | R: 117 | Avg: 210.3 | NE: 1.52 | ACh: 0.0101 | LR: 0.007575 | TDsig: 7.69 | Unexpected: 0.25 | Expected: 9.53
Ep 5300 | INVERTED | R: 137 | Avg: 164.2 | NE: 1.53 | ACh: 0.0100 | LR: 0.001969 | TDsig: 20.00 | Unexpected: 0.26 | Expected: 5.48
Ep 5400 | INVERTED | R: 137 | Avg: 163.8 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.25 | Expected: 7.14
Ep 5500 | INVERTED | R: 265 | Avg: 184.3 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 7.02
Ep 5600 | INVERTED | R: 243 | Avg: 159.7 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.78 | Unexpected: 0.25 | Expected: 7.60
Ep 5700 | INVERTED | R: 196 | Avg: 164.8 | NE: 1.49 | ACh: 0.0094 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.60
Ep 5800 | INVERTED | R: 151 | Avg: 176.6 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.27 | Unexpected: 0.23 | Expected: 8.68
Ep 5900 | INVERTED | R:  94 | Avg: 178.7 | NE: 1.45 | ACh: 0.0100 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.22 | Expected: 5.57
Ep 6000 | INVERTED | R:  70 | Avg: 149.9 | NE: 1.48 | ACh: 0.0097 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 4.80
Ep 6100 | INVERTED | R: 198 | Avg: 184.6 | NE: 1.47 | ACh: 0.0100 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 5.38
Ep 6200 | INVERTED | R: 112 | Avg: 136.1 | NE: 1.48 | ACh: 0.0096 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.73
Ep 6300 | INVERTED | R: 164 | Avg: 173.8 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.83 | Unexpected: 0.25 | Expected: 9.50
Ep 6400 | INVERTED | R: 128 | Avg: 142.6 | NE: 1.51 | ACh: 0.0098 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.25 | Expected: 4.96
Ep 6500 | INVERTED | R: 184 | Avg: 185.1 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.32 | Unexpected: 0.23 | Expected: 10.36
Ep 6600 | INVERTED | R: 131 | Avg: 166.2 | NE: 1.49 | ACh: 0.0097 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.85
Ep 6700 | INVERTED | R: 147 | Avg: 157.8 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 0.95 | Unexpected: 0.24 | Expected: 8.39
Ep 6800 | INVERTED | R: 165 | Avg: 168.4 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.65 | Unexpected: 0.22 | Expected: 6.31
Ep 6900 | INVERTED | R: 160 | Avg: 142.6 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.35 | Unexpected: 0.23 | Expected: 10.04
Ep 7000 | INVERTED | R: 165 | Avg: 168.3 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.61 | Unexpected: 0.23 | Expected: 10.00
Ep 7100 | INVERTED | R: 193 | Avg: 183.2 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 19.45 | Unexpected: 0.23 | Expected: 9.06
Ep 7200 | INVERTED | R: 197 | Avg: 162.2 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 8.73
Ep 7300 | INVERTED | R:  13 | Avg: 147.0 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.35 | Unexpected: 0.23 | Expected: 9.69
Ep 7400 | INVERTED | R: 179 | Avg: 165.9 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.05 | Unexpected: 0.23 | Expected: 13.77
Ep 7500 | INVERTED | R: 115 | Avg: 155.8 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.01 | Unexpected: 0.22 | Expected: 10.06
Ep 7600 | INVERTED | R: 134 | Avg: 160.7 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.22 | Expected: 8.14
Ep 7700 | INVERTED | R: 182 | Avg: 146.6 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.47 | Unexpected: 0.23 | Expected: 7.73
Ep 7800 | INVERTED | R:  75 | Avg: 139.7 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 8.00
Ep 7900 | INVERTED | R: 124 | Avg: 152.8 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.64 | Unexpected: 0.24 | Expected: 11.93
Ep 8000 | INVERTED | R: 117 | Avg: 170.9 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.34 | Unexpected: 0.22 | Expected: 10.37
Ep 8100 | INVERTED | R:  64 | Avg: 140.8 | NE: 1.48 | ACh: 0.0100 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 6.04
Ep 8200 | INVERTED | R: 152 | Avg: 140.9 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.44 | Unexpected: 0.24 | Expected: 8.96
Ep 8300 | INVERTED | R:  93 | Avg: 157.3 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.82 | Unexpected: 0.22 | Expected: 9.37
Ep 8400 | INVERTED | R: 182 | Avg: 143.8 | NE: 1.48 | ACh: 0.0092 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.50
Ep 8500 | INVERTED | R: 147 | Avg: 166.0 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.83 | Unexpected: 0.23 | Expected: 10.89
Ep 8600 | INVERTED | R: 122 | Avg: 150.9 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 0.91 | Unexpected: 0.22 | Expected: 10.82
Ep 8700 | INVERTED | R: 207 | Avg: 154.6 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.74 | Unexpected: 0.24 | Expected: 10.51
Ep 8800 | INVERTED | R: 132 | Avg: 170.4 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.80 | Unexpected: 0.23 | Expected: 12.08
Ep 8900 | INVERTED | R: 170 | Avg: 151.3 | NE: 1.48 | ACh: 0.0093 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 4.51
Ep 9000 | INVERTED | R: 210 | Avg: 150.4 | NE: 1.47 | ACh: 0.0096 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 4.70
Ep 9100 | INVERTED | R: 206 | Avg: 140.0 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.36 | Unexpected: 0.23 | Expected: 8.83
Ep 9200 | INVERTED | R: 176 | Avg: 130.7 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.63 | Unexpected: 0.24 | Expected: 10.67
Ep 9300 | INVERTED | R: 160 | Avg: 149.5 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.23 | Unexpected: 0.23 | Expected: 8.70
Ep 9400 | INVERTED | R: 212 | Avg: 131.4 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 19.12 | Unexpected: 0.22 | Expected: 7.43
Ep 9500 | INVERTED | R: 187 | Avg: 179.2 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 9.10 | Unexpected: 0.22 | Expected: 11.16
Ep 9600 | INVERTED | R: 152 | Avg: 150.4 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.63 | Unexpected: 0.22 | Expected: 9.22
Ep 9700 | INVERTED | R:  95 | Avg: 125.5 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 7.58
Ep 9800 | INVERTED | R: 150 | Avg: 130.3 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.33 | Unexpected: 0.23 | Expected: 10.42
Ep 9900 | INVERTED | R: 151 | Avg: 126.6 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.58 | Unexpected: 0.23 | Expected: 10.84
Ep 10000 | INVERTED | R:  83 | Avg: 128.2 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.96 | Unexpected: 0.23 | Expected: 6.47
Ep 10100 | INVERTED | R: 122 | Avg: 128.6 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 3.76 | Unexpected: 0.24 | Expected: 12.05
Ep 10200 | INVERTED | R: 135 | Avg: 151.1 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.96 | Unexpected: 0.23 | Expected: 8.22
Ep 10300 | INVERTED | R:  89 | Avg: 128.0 | NE: 1.47 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.42 | Unexpected: 0.23 | Expected: 6.05
Ep 10400 | INVERTED | R: 267 | Avg: 134.2 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 3.90 | Unexpected: 0.23 | Expected: 10.48
Ep 10500 | INVERTED | R: 104 | Avg: 119.8 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.16 | Unexpected: 0.24 | Expected: 9.16
Ep 10600 | INVERTED | R: 147 | Avg: 128.8 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.77 | Unexpected: 0.23 | Expected: 10.74
Ep 10700 | INVERTED | R: 155 | Avg: 148.2 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 2.07 | Unexpected: 0.23 | Expected: 14.04
Ep 10800 | INVERTED | R:  49 | Avg: 148.3 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.89 | Unexpected: 0.22 | Expected: 7.48
Ep 10900 | INVERTED | R:  65 | Avg: 126.9 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.31 | Unexpected: 0.22 | Expected: 6.47
Ep 11000 | INVERTED | R: 103 | Avg: 133.7 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.06 | Unexpected: 0.23 | Expected: 8.61
Ep 11100 | INVERTED | R: 170 | Avg: 116.3 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 1.79 | Unexpected: 0.23 | Expected: 10.27
Ep 11200 | INVERTED | R: 146 | Avg: 128.9 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.78 | Unexpected: 0.23 | Expected: 7.91
Ep 11300 | INVERTED | R:  78 | Avg: 128.6 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.66 | Unexpected: 0.24 | Expected: 8.95
Ep 11400 | INVERTED | R: 134 | Avg: 135.2 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 0.34 | Unexpected: 0.23 | Expected: 11.52
Ep 11500 | INVERTED | R:  76 | Avg: 147.2 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.96 | Unexpected: 0.22 | Expected: 7.73
Ep 11600 | INVERTED | R: 146 | Avg: 122.7 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.40 | Unexpected: 0.24 | Expected: 7.78
Ep 11700 | INVERTED | R:  96 | Avg: 129.8 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 15.74 | Unexpected: 0.24 | Expected: 8.66
Ep 11800 | INVERTED | R:  87 | Avg: 107.8 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.06 | Unexpected: 0.25 | Expected: 11.06
Ep 11900 | INVERTED | R: 231 | Avg: 135.6 | NE: 1.49 | ACh: 0.0094 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.60
Ep 12000 | INVERTED | R: 205 | Avg: 120.4 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 1.86 | Unexpected: 0.25 | Expected: 9.96
Ep 12100 | INVERTED | R: 165 | Avg: 129.7 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 9.87 | Unexpected: 0.24 | Expected: 9.29
Ep 12200 | INVERTED | R: 203 | Avg: 142.3 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.72 | Unexpected: 0.24 | Expected: 11.44
Ep 12300 | INVERTED | R:  50 | Avg: 134.4 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.33 | Unexpected: 0.23 | Expected: 11.01
Ep 12400 | INVERTED | R:  93 | Avg: 119.8 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 2.26 | Unexpected: 0.24 | Expected: 12.36
Ep 12500 | INVERTED | R: 291 | Avg: 144.7 | NE: 1.47 | ACh: 0.0100 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 6.10
Ep 12600 | INVERTED | R: 108 | Avg: 143.2 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.66 | Unexpected: 0.24 | Expected: 12.44
Ep 12700 | INVERTED | R:  70 | Avg: 119.2 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.79 | Unexpected: 0.24 | Expected: 7.52
Ep 12800 | INVERTED | R: 125 | Avg: 142.1 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.11 | Unexpected: 0.23 | Expected: 10.96
Ep 12900 | INVERTED | R:  96 | Avg: 128.3 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.00 | Unexpected: 0.24 | Expected: 13.84
Ep 13000 | INVERTED | R:  93 | Avg: 136.8 | NE: 1.48 | ACh: 0.0100 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 6.11
Ep 13100 | INVERTED | R:  52 | Avg: 122.8 | NE: 1.47 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.48 | Unexpected: 0.23 | Expected: 6.14
Ep 13200 | INVERTED | R: 203 | Avg: 116.9 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.02 | Unexpected: 0.23 | Expected: 9.98
Ep 13300 | INVERTED | R: 209 | Avg: 157.1 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.50 | Unexpected: 0.23 | Expected: 9.69
Ep 13400 | INVERTED | R: 128 | Avg: 141.2 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.67 | Unexpected: 0.22 | Expected: 9.77
Ep 13500 | INVERTED | R: 115 | Avg: 115.0 | NE: 1.50 | ACh: 0.0097 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.25 | Expected: 4.77
Ep 13600 | INVERTED | R: 124 | Avg: 139.6 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.73 | Unexpected: 0.25 | Expected: 11.53
Ep 13700 | INVERTED | R: 167 | Avg: 146.4 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.05 | Unexpected: 0.25 | Expected: 8.53
Ep 13800 | INVERTED | R: 125 | Avg: 131.7 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 2.91 | Unexpected: 0.24 | Expected: 11.04
Ep 13900 | INVERTED | R: 134 | Avg: 145.3 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.19 | Unexpected: 0.24 | Expected: 8.53
Ep 14000 | INVERTED | R:  28 | Avg: 136.2 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.49 | Unexpected: 0.23 | Expected: 8.61
Ep 14100 | INVERTED | R: 323 | Avg: 161.2 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 6.60
Ep 14200 | INVERTED | R: 110 | Avg: 124.2 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.39 | Unexpected: 0.24 | Expected: 7.97
Ep 14300 | INVERTED | R: 141 | Avg: 144.3 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.40 | Unexpected: 0.24 | Expected: 9.39
Ep 14400 | INVERTED | R: 247 | Avg: 163.8 | NE: 1.46 | ACh: 0.0100 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.22 | Expected: 6.01
Ep 14500 | INVERTED | R: 172 | Avg: 147.4 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.50 | Unexpected: 0.23 | Expected: 11.20
Ep 14600 | INVERTED | R: 192 | Avg: 117.7 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.07 | Unexpected: 0.24 | Expected: 8.25
Ep 14700 | INVERTED | R: 108 | Avg: 129.2 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.17 | Unexpected: 0.24 | Expected: 9.68
Ep 14800 | INVERTED | R: 123 | Avg: 127.1 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.85 | Unexpected: 0.24 | Expected: 6.39
Ep 14900 | INVERTED | R:  27 | Avg: 124.5 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 7.06
Max Critic Scale: 0.000

