Start Switch CartPole (Decoupled Uncertainty: NE~Novelty, ACh~Variance). Episodes: 15000
Ep    0 | NORMAL | R:  29 | Avg: 29.0 | NE: 1.04 | ACh: 0.0001 | LR: 0.000100 | TDsig: 0.97 | Unexpected: 0.00 | Expected: 0.84
Ep 3300 | NORMAL | R: 242 | Avg: 142.1 | NE: 1.44 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.96 | Unexpected: 0.21 | Expected: 5.69
Ep 3400 | NORMAL | R: 174 | Avg: 147.3 | NE: 1.45 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.94 | Unexpected: 0.22 | Expected: 5.91
Ep 3500 | NORMAL | R: 115 | Avg: 191.8 | NE: 1.42 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.21 | Expected: 6.31
Ep 3600 | NORMAL | R: 204 | Avg: 205.5 | NE: 1.44 | ACh: 0.0097 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.22 | Expected: 4.82
Ep 3700 | NORMAL | R: 280 | Avg: 221.8 | NE: 1.43 | ACh: 0.0101 | LR: 0.000100 | TDsig: 18.79 | Unexpected: 0.21 | Expected: 7.63
Ep 3800 | NORMAL | R: 224 | Avg: 238.6 | NE: 1.44 | ACh: 0.0094 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.21 | Expected: 4.61
Ep 3900 | NORMAL | R: 249 | Avg: 242.8 | NE: 1.44 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.42 | Unexpected: 0.22 | Expected: 8.98
Ep 4000 | NORMAL | R: 328 | Avg: 259.8 | NE: 1.43 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.35 | Unexpected: 0.21 | Expected: 8.07
Ep 4100 | NORMAL | R: 301 | Avg: 243.1 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 1.41 | Unexpected: 0.23 | Expected: 9.77
Ep 4200 | NORMAL | R: 231 | Avg: 218.5 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.93 | Unexpected: 0.23 | Expected: 8.09
Ep 4300 | NORMAL | R: 156 | Avg: 242.6 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 9.37 | Unexpected: 0.23 | Expected: 9.06
Ep 4400 | NORMAL | R: 256 | Avg: 210.6 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.72 | Unexpected: 0.24 | Expected: 8.63
Ep 4500 | NORMAL | R: 217 | Avg: 245.0 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 6.90
Ep 4600 | NORMAL | R: 258 | Avg: 246.7 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 19.24 | Unexpected: 0.23 | Expected: 8.50
Ep 4700 | NORMAL | R: 207 | Avg: 240.9 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 6.57
Ep 4800 | NORMAL | R: 164 | Avg: 204.5 | NE: 1.53 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.68 | Unexpected: 0.26 | Expected: 7.19
Ep 4900 | NORMAL | R: 190 | Avg: 228.3 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 19.05 | Unexpected: 0.24 | Expected: 7.08
Ep 5000 | NORMAL | R: 236 | Avg: 265.2 | NE: 1.47 | ACh: 0.0101 | LR: 0.030000 | TDsig: 13.69 | Unexpected: 0.23 | Expected: 9.42
Ep 5100 | INVERTED | R: 133 | Avg: 158.5 | NE: 1.55 | ACh: 0.0101 | LR: 0.022525 | TDsig: 13.21 | Unexpected: 0.27 | Expected: 9.63
Ep 5200 | INVERTED | R: 199 | Avg: 120.3 | NE: 1.56 | ACh: 0.0100 | LR: 0.015050 | TDsig: 20.00 | Unexpected: 0.27 | Expected: 5.83
Ep 5300 | INVERTED | R: 143 | Avg: 124.8 | NE: 1.56 | ACh: 0.0100 | LR: 0.007575 | TDsig: 17.40 | Unexpected: 0.27 | Expected: 5.70
Ep 5400 | INVERTED | R: 125 | Avg: 99.8 | NE: 1.56 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.01 | Unexpected: 0.27 | Expected: 7.65
Ep 5500 | INVERTED | R:  81 | Avg: 95.0 | NE: 1.55 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.47 | Unexpected: 0.27 | Expected: 6.56
Ep 5600 | INVERTED | R: 113 | Avg: 120.5 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 3.26 | Unexpected: 0.25 | Expected: 8.18
Ep 5700 | INVERTED | R:  68 | Avg: 92.1 | NE: 1.50 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.78 | Unexpected: 0.24 | Expected: 6.05
Ep 5800 | INVERTED | R: 125 | Avg: 87.7 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.71 | Unexpected: 0.25 | Expected: 8.72
Ep 5900 | INVERTED | R:  34 | Avg: 124.5 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.28 | Unexpected: 0.25 | Expected: 8.58
Ep 6000 | INVERTED | R:  80 | Avg: 104.2 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 15.24 | Unexpected: 0.25 | Expected: 7.69
Ep 6100 | INVERTED | R: 119 | Avg: 104.8 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 15.24 | Unexpected: 0.24 | Expected: 7.01
Ep 6200 | INVERTED | R:  43 | Avg: 111.0 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.80 | Unexpected: 0.24 | Expected: 8.79
Ep 6300 | INVERTED | R: 196 | Avg: 100.2 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.71 | Unexpected: 0.24 | Expected: 7.63
Ep 6400 | INVERTED | R:  44 | Avg: 88.8 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.17 | Unexpected: 0.25 | Expected: 7.12
Ep 6500 | INVERTED | R:  36 | Avg: 98.3 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.73 | Unexpected: 0.24 | Expected: 8.17
Ep 6600 | INVERTED | R: 187 | Avg: 98.7 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.11 | Unexpected: 0.24 | Expected: 7.66
Ep 6700 | INVERTED | R:  67 | Avg: 111.5 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.07 | Unexpected: 0.25 | Expected: 7.43
Ep 6800 | INVERTED | R:  74 | Avg: 98.0 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 3.41 | Unexpected: 0.23 | Expected: 8.71
Ep 6900 | INVERTED | R:  63 | Avg: 120.6 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.84 | Unexpected: 0.23 | Expected: 7.09
Ep 7000 | INVERTED | R:  48 | Avg: 98.3 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 16.57 | Unexpected: 0.24 | Expected: 6.64
Ep 7100 | INVERTED | R: 142 | Avg: 126.7 | NE: 1.51 | ACh: 0.0085 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.25 | Expected: 4.26
Ep 7200 | INVERTED | R:  87 | Avg: 81.9 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.43 | Unexpected: 0.25 | Expected: 6.82
Ep 7300 | INVERTED | R:  85 | Avg: 126.3 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.35 | Unexpected: 0.25 | Expected: 7.92
Ep 7400 | INVERTED | R:  77 | Avg: 74.2 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.39 | Unexpected: 0.24 | Expected: 6.73
Ep 7500 | INVERTED | R:  71 | Avg: 105.0 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 0.27 | Unexpected: 0.24 | Expected: 10.72
Ep 7600 | INVERTED | R:  57 | Avg: 93.2 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 3.98 | Unexpected: 0.25 | Expected: 10.25
Ep 7700 | INVERTED | R: 189 | Avg: 95.5 | NE: 1.49 | ACh: 0.0081 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.17
Ep 7800 | INVERTED | R:  92 | Avg: 119.5 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.48 | Unexpected: 0.24 | Expected: 7.95
Ep 7900 | INVERTED | R: 127 | Avg: 90.3 | NE: 1.50 | ACh: 0.0076 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.07
Ep 8000 | INVERTED | R:  98 | Avg: 106.3 | NE: 1.51 | ACh: 0.0099 | LR: 0.000100 | TDsig: 18.03 | Unexpected: 0.25 | Expected: 5.14
Ep 8100 | INVERTED | R: 106 | Avg: 101.2 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 15.11 | Unexpected: 0.25 | Expected: 6.67
Ep 8200 | INVERTED | R: 166 | Avg: 103.9 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.25 | Unexpected: 0.24 | Expected: 8.76
Ep 8300 | INVERTED | R:  48 | Avg: 89.8 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.00 | Unexpected: 0.25 | Expected: 8.03
Ep 8400 | INVERTED | R:  73 | Avg: 105.2 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 1.81 | Unexpected: 0.25 | Expected: 8.73
Ep 8500 | INVERTED | R: 145 | Avg: 98.8 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.52 | Unexpected: 0.25 | Expected: 8.80
Ep 8600 | INVERTED | R:  85 | Avg: 89.8 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 2.92 | Unexpected: 0.25 | Expected: 9.55
Ep 8700 | INVERTED | R: 105 | Avg: 97.2 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.20 | Unexpected: 0.24 | Expected: 8.03
Ep 8800 | INVERTED | R: 154 | Avg: 101.5 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.57 | Unexpected: 0.23 | Expected: 7.68
Ep 8900 | INVERTED | R:  30 | Avg: 101.9 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.04 | Unexpected: 0.23 | Expected: 7.67
Ep 9000 | INVERTED | R: 120 | Avg: 73.8 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 2.89 | Unexpected: 0.23 | Expected: 7.46
Ep 9100 | INVERTED | R:  36 | Avg: 101.1 | NE: 1.51 | ACh: 0.0098 | LR: 0.000100 | TDsig: 18.60 | Unexpected: 0.25 | Expected: 4.91
Ep 9200 | INVERTED | R:  23 | Avg: 101.5 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.53 | Unexpected: 0.24 | Expected: 7.34
Ep 9300 | INVERTED | R: 151 | Avg: 85.9 | NE: 1.51 | ACh: 0.0096 | LR: 0.000100 | TDsig: 18.55 | Unexpected: 0.25 | Expected: 4.72
Ep 9400 | INVERTED | R: 135 | Avg: 97.2 | NE: 1.49 | ACh: 0.0083 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.24 | Expected: 4.22
Ep 9500 | INVERTED | R: 152 | Avg: 83.8 | NE: 1.51 | ACh: 0.0100 | LR: 0.000100 | TDsig: 19.13 | Unexpected: 0.25 | Expected: 6.05
Ep 9600 | INVERTED | R:  40 | Avg: 77.1 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.28 | Unexpected: 0.25 | Expected: 7.03
Ep 9700 | INVERTED | R:  19 | Avg: 68.0 | NE: 1.52 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.48 | Unexpected: 0.26 | Expected: 7.73
Ep 9800 | INVERTED | R:  96 | Avg: 95.7 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.25 | Expected: 7.05
Ep 9900 | INVERTED | R:  19 | Avg: 92.8 | NE: 1.49 | ACh: 0.0100 | LR: 0.000100 | TDsig: 15.50 | Unexpected: 0.24 | Expected: 5.66
Ep 10000 | INVERTED | R:  95 | Avg: 106.6 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 5.19 | Unexpected: 0.24 | Expected: 9.59
Ep 10100 | INVERTED | R:  98 | Avg: 74.3 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 2.78 | Unexpected: 0.25 | Expected: 8.44
Ep 10200 | INVERTED | R: 111 | Avg: 87.8 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 7.50 | Unexpected: 0.24 | Expected: 7.08
Ep 10300 | INVERTED | R:  35 | Avg: 110.0 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 15.02 | Unexpected: 0.24 | Expected: 7.39
Ep 10400 | INVERTED | R: 355 | Avg: 100.8 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.05 | Unexpected: 0.23 | Expected: 6.81
Ep 10500 | INVERTED | R:  10 | Avg: 74.2 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 2.13 | Unexpected: 0.24 | Expected: 9.07
Ep 10600 | INVERTED | R:  18 | Avg: 61.9 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 17.16 | Unexpected: 0.24 | Expected: 6.43
Ep 10700 | INVERTED | R:  25 | Avg: 64.2 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.31 | Unexpected: 0.25 | Expected: 7.92
Ep 10800 | INVERTED | R:  30 | Avg: 62.4 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.58 | Unexpected: 0.25 | Expected: 8.26
Ep 10900 | INVERTED | R: 143 | Avg: 63.5 | NE: 1.49 | ACh: 0.0097 | LR: 0.000100 | TDsig: 16.97 | Unexpected: 0.24 | Expected: 4.77
Ep 11000 | INVERTED | R: 226 | Avg: 104.7 | NE: 1.47 | ACh: 0.0100 | LR: 0.000100 | TDsig: 18.35 | Unexpected: 0.23 | Expected: 5.69
Ep 11100 | INVERTED | R: 152 | Avg: 92.8 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.04 | Unexpected: 0.24 | Expected: 7.07
Ep 11200 | INVERTED | R:  92 | Avg: 74.7 | NE: 1.48 | ACh: 0.0100 | LR: 0.000100 | TDsig: 14.51 | Unexpected: 0.23 | Expected: 5.58
Ep 11300 | INVERTED | R: 103 | Avg: 77.2 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 9.95 | Unexpected: 0.24 | Expected: 7.60
Ep 11400 | INVERTED | R: 107 | Avg: 80.7 | NE: 1.49 | ACh: 0.0100 | LR: 0.000100 | TDsig: 19.33 | Unexpected: 0.24 | Expected: 5.65
Ep 11500 | INVERTED | R: 115 | Avg: 87.9 | NE: 1.49 | ACh: 0.0100 | LR: 0.000100 | TDsig: 13.44 | Unexpected: 0.24 | Expected: 5.48
Ep 11600 | INVERTED | R: 123 | Avg: 79.0 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 1.93 | Unexpected: 0.24 | Expected: 10.35
Ep 11700 | INVERTED | R:  41 | Avg: 58.9 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.68 | Unexpected: 0.24 | Expected: 7.38
Ep 11800 | INVERTED | R: 163 | Avg: 68.6 | NE: 1.50 | ACh: 0.0100 | LR: 0.000100 | TDsig: 19.11 | Unexpected: 0.25 | Expected: 5.50
Ep 11900 | INVERTED | R:   8 | Avg: 88.8 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.52 | Unexpected: 0.24 | Expected: 6.97
Ep 12000 | INVERTED | R: 142 | Avg: 83.0 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.38 | Unexpected: 0.24 | Expected: 7.07
Ep 12100 | INVERTED | R:  99 | Avg: 89.3 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 15.46 | Unexpected: 0.24 | Expected: 6.67
Ep 12200 | INVERTED | R:  91 | Avg: 72.5 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.88 | Unexpected: 0.25 | Expected: 8.85
Ep 12300 | INVERTED | R: 267 | Avg: 91.4 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.47 | Unexpected: 0.23 | Expected: 8.32
Ep 12400 | INVERTED | R:  70 | Avg: 61.5 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.16 | Unexpected: 0.24 | Expected: 7.01
Ep 12500 | INVERTED | R:  55 | Avg: 83.9 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 3.91 | Unexpected: 0.24 | Expected: 10.33
Ep 12600 | INVERTED | R:  71 | Avg: 63.1 | NE: 1.53 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.03 | Unexpected: 0.26 | Expected: 6.49
Ep 12700 | INVERTED | R:  44 | Avg: 66.5 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.68 | Unexpected: 0.25 | Expected: 8.58
Ep 12800 | INVERTED | R:  97 | Avg: 85.0 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 0.44 | Unexpected: 0.24 | Expected: 6.29
Ep 12900 | INVERTED | R:  58 | Avg: 70.8 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.34 | Unexpected: 0.24 | Expected: 7.87
Ep 13000 | INVERTED | R:  34 | Avg: 86.8 | NE: 1.51 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.04 | Unexpected: 0.25 | Expected: 7.96
Ep 13100 | INVERTED | R: 155 | Avg: 77.7 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 13.48 | Unexpected: 0.24 | Expected: 9.16
Ep 13200 | INVERTED | R: 178 | Avg: 92.7 | NE: 1.48 | ACh: 0.0032 | LR: 0.000100 | TDsig: 20.00 | Unexpected: 0.23 | Expected: 3.44
Ep 13300 | INVERTED | R: 145 | Avg: 88.9 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 11.11 | Unexpected: 0.23 | Expected: 7.75
Ep 13400 | INVERTED | R: 156 | Avg: 71.0 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 15.34 | Unexpected: 0.23 | Expected: 6.26
Ep 13500 | INVERTED | R:  79 | Avg: 94.5 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.40 | Unexpected: 0.23 | Expected: 7.49
Ep 13600 | INVERTED | R: 124 | Avg: 70.3 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.54 | Unexpected: 0.24 | Expected: 7.15
Ep 13700 | INVERTED | R: 145 | Avg: 113.5 | NE: 1.46 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.11 | Unexpected: 0.23 | Expected: 7.63
Ep 13800 | INVERTED | R:  91 | Avg: 81.7 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 14.18 | Unexpected: 0.23 | Expected: 7.33
Ep 13900 | INVERTED | R: 182 | Avg: 97.0 | NE: 1.49 | ACh: 0.0100 | LR: 0.000100 | TDsig: 15.09 | Unexpected: 0.24 | Expected: 5.50
Ep 14000 | INVERTED | R:  39 | Avg: 86.8 | NE: 1.50 | ACh: 0.0101 | LR: 0.000100 | TDsig: 3.15 | Unexpected: 0.24 | Expected: 9.44
Ep 14100 | INVERTED | R: 127 | Avg: 87.7 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 10.05 | Unexpected: 0.24 | Expected: 6.45
Ep 14200 | INVERTED | R: 120 | Avg: 75.0 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 0.93 | Unexpected: 0.24 | Expected: 10.15
Ep 14300 | INVERTED | R: 133 | Avg: 67.8 | NE: 1.49 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.96 | Unexpected: 0.24 | Expected: 9.42
Ep 14400 | INVERTED | R: 104 | Avg: 103.1 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 4.17 | Unexpected: 0.23 | Expected: 7.27
Ep 14500 | INVERTED | R:  70 | Avg: 66.5 | NE: 1.48 | ACh: 0.0101 | LR: 0.000100 | TDsig: 1.00 | Unexpected: 0.23 | Expected: 10.10
Ep 14600 | INVERTED | R:  21 | Avg: 64.8 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 6.06 | Unexpected: 0.23 | Expected: 8.04
Ep 14700 | INVERTED | R:  17 | Avg: 81.0 | NE: 1.47 | ACh: 0.0101 | LR: 0.000100 | TDsig: 12.37 | Unexpected: 0.23 | Expected: 6.90
Ep 14800 | INVERTED | R:  57 | Avg: 90.0 | NE: 1.45 | ACh: 0.0101 | LR: 0.000100 | TDsig: 8.12 | Unexpected: 0.22 | Expected: 8.46
Ep 14900 | INVERTED | R:  46 | Avg: 68.8 | NE: 1.47 | ACh: 0.0100 | LR: 0.000100 | TDsig: 7.93 | Unexpected: 0.23 | Expected: 6.12
Max Critic Scale: 0.000

