episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010000,1.000000,0
1,0,1.484206,0.000047,0.010000,1.000000,1
2,1,0.350547,0.000037,0.010000,1.000000,0
3,0,2.170680,0.000030,0.010000,1.000000,0
4,1,0.060704,0.000024,0.010000,1.000000,1
5,0,1.529328,0.000019,0.010000,1.000000,1
6,1,0.325766,0.000015,0.010000,1.000000,1
7,1,2.149529,0.000012,0.010000,1.000000,1
8,1,0.081699,0.000010,0.010000,1.000000,0
9,0,1.426151,0.000008,0.010000,1.000000,1
10,1,0.539524,0.000006,0.010000,1.000000,0
11,0,1.669187,0.000005,0.010000,1.000000,0
12,0,0.310845,0.000004,0.010000,1.000000,0
13,1,1.938900,0.000003,0.010000,1.000000,0
14,0,0.146699,0.000003,0.010000,1.000000,1
15,0,1.789990,0.000002,0.010000,1.000000,1
16,0,0.171997,0.000071,0.010000,1.000000,1
17,0,1.593431,0.000247,0.010000,1.000000,0
18,1,0.216131,0.000198,0.010000,1.000000,0
19,1,2.398283,0.000158,0.010000,1.000000,0
20,1,0.053925,0.000127,0.010000,1.000000,1
21,0,1.389086,0.000101,0.010000,1.000000,1
22,0,0.475823,0.000081,0.010000,1.000000,1
23,1,1.623415,0.000065,0.010000,1.000000,0
24,1,0.393349,0.000052,0.010000,1.000000,0
25,1,2.018628,0.000041,0.010000,1.000000,1
26,0,0.106382,0.000033,0.010000,1.000000,1
27,1,1.732503,0.000027,0.010000,1.000000,0
28,1,0.225289,0.000023,0.010000,1.000000,0
29,1,1.766978,0.000123,0.010000,1.000000,0
30,0,0.155704,0.000098,0.010000,1.000000,0
31,0,2.175736,0.000079,0.010000,1.000000,0
32,1,0.089072,0.000063,0.010000,1.000000,1
33,0,1.441878,0.000050,0.010000,1.000000,0
34,0,0.538594,0.000040,0.010000,1.000000,0
35,1,1.777302,0.000032,0.010000,1.000000,0
36,0,0.213292,0.000026,0.010000,1.000000,1
37,0,1.947593,0.000021,0.010000,1.000000,1
38,1,0.118232,0.000016,0.010000,1.000000,1
39,1,1.860306,0.000013,0.010000,1.000000,1
40,0,0.170568,0.000011,0.010000,1.000000,1
41,0,1.894230,0.000013,0.010000,1.000000,1
42,0,0.137696,0.000101,0.010000,1.000000,0
43,1,1.551317,0.000080,0.010000,1.000000,1
44,0,0.471635,0.000129,0.010000,1.000000,1
45,1,1.626927,0.000103,0.010000,1.000000,0
46,0,0.390638,0.000128,0.010000,1.000000,0
47,0,1.719509,0.000255,0.010000,1.000000,1
48,1,0.170848,0.000205,0.010000,1.000000,1
49,0,2.241275,0.000270,0.010000,1.000000,0
50,0,0.042896,0.000449,0.010000,1.000000,1
51,1,0.833799,0.000390,0.010000,1.000000,0
52,1,1.734544,0.000312,0.010000,1.000000,1
53,1,0.318186,0.000250,0.010000,1.000000,1
54,1,2.106966,0.000200,0.010000,1.000000,1
55,0,0.087697,0.000160,0.010000,1.000000,0
56,0,1.590003,0.000128,0.010000,1.000000,0
57,1,0.297765,0.000102,0.010000,1.000000,0
58,0,2.101994,0.000082,0.010000,1.000000,0
59,0,0.080037,0.000121,0.010000,1.000000,1
60,1,1.304808,0.000097,0.010000,1.000000,0
61,1,0.764049,0.000077,0.010000,1.000000,0
62,0,1.515996,0.000062,0.010000,1.000000,0
63,0,0.367001,0.000095,0.010000,1.000000,1
64,0,1.737188,0.000229,0.010000,1.000000,1
65,1,0.163556,0.000186,0.010000,1.000000,1
66,1,2.223269,0.000149,0.010000,1.000000,0
67,0,0.080393,0.000120,0.010000,1.000000,1
68,1,1.366914,0.000096,0.010000,1.000000,0
69,1,0.639775,0.000077,0.010000,1.000000,1
70,1,1.653133,0.000061,0.010000,1.000000,0
71,1,0.257106,0.000118,0.010000,1.000000,0
72,0,1.729128,0.000095,0.010000,1.000000,1
73,0,0.310792,0.000076,0.010000,1.000000,1
74,0,2.073930,0.000061,0.010000,1.000000,1
75,1,0.092605,0.000049,0.010000,1.000000,0
76,0,1.649079,0.000039,0.010000,1.000000,0
77,0,0.279104,0.000069,0.010000,1.000000,1
78,0,1.798034,0.000192,0.010000,1.000000,1
79,0,0.144938,0.000411,0.010000,1.000000,1
80,1,1.414522,0.000386,0.010000,1.000000,0
81,1,0.733688,0.000309,0.010000,1.000000,1
82,0,1.743168,0.000285,0.010000,1.000000,1
83,1,0.177551,0.000228,0.010000,1.000000,1
84,0,2.154212,0.000207,0.010000,1.000000,0
85,0,0.060299,0.000305,0.010000,1.000000,1
86,1,1.062344,0.000244,0.010000,1.000000,0
87,0,1.240428,0.000289,0.010000,1.000000,1
88,1,0.524808,0.000232,0.010000,1.000000,0
89,0,2.131511,0.000248,0.010000,1.000000,1
90,1,0.059189,0.000198,0.010000,1.000000,1
91,1,1.626806,0.000159,0.010000,1.000000,1
92,1,0.358624,0.000127,0.010000,1.000000,1
93,0,1.960524,0.000101,0.010000,1.000000,1
94,0,0.132682,0.000081,0.010000,1.000000,0
