episode,is_optimal,surprise
0,0,0.000000
1,0,0.000000
2,1,0.132669
3,0,0.119402
4,1,0.206681
5,1,0.263040
6,1,0.289686
7,1,0.291526
8,0,0.273748
9,0,0.267189
10,1,0.241353
11,1,0.217218
12,1,0.195496
13,0,0.218333
14,1,0.196500
15,1,0.176850
16,0,0.208882
17,1,0.187994
18,1,0.169194
19,0,0.203819
20,1,0.183437
21,0,0.215459
22,1,0.193913
23,1,0.174522
24,1,0.157070
25,1,0.141363
26,0,0.176595
27,0,0.207828
28,1,0.187045
29,1,0.168340
30,1,0.151506
31,1,0.136356
32,1,0.122720
33,1,0.110448
34,1,0.099403
35,1,0.089463
36,1,0.080517
37,1,0.072465
38,1,0.065219
39,1,0.058697
40,1,0.052827
41,1,0.047544
42,1,0.042790
43,1,0.038511
44,1,0.034660
45,1,0.031194
46,1,0.028074
47,1,0.025267
48,1,0.022740
49,0,0.149479
50,0,0.259123
51,1,0.233210
52,1,0.209889
53,1,0.188900
54,1,0.170010
55,1,0.153009
56,1,0.137708
57,1,0.123938
58,0,0.193750
59,0,0.252275
60,1,0.227048
61,1,0.204343
62,1,0.183909
63,0,0.226799
64,1,0.204119
65,0,0.238827
66,1,0.214944
67,1,0.193450
68,1,0.174105
69,1,0.156694
70,1,0.141025
71,1,0.126922
72,1,0.114230
73,1,0.102807
74,1,0.092526
75,1,0.083274
76,1,0.074946
77,1,0.067452
78,1,0.060707
79,0,0.114904
80,1,0.103413
81,1,0.093072
82,1,0.083765
83,1,0.075388
84,1,0.067849
85,1,0.061065
86,1,0.054958
87,1,0.049462
88,0,0.130220
89,1,0.117198
90,1,0.105478
91,1,0.094930
92,1,0.085437
93,1,0.076894
94,1,0.069204
95,1,0.062284
96,1,0.056055
97,1,0.050450
98,1,0.045405
99,1,0.040864
100,1,0.036778
101,1,0.033100
102,1,0.029790
103,1,0.026811
104,1,0.024130
105,1,0.021717
106,1,0.019545
107,1,0.017591
108,1,0.015832
109,1,0.014249
110,1,0.012824
111,1,0.011541
112,1,0.010387
113,1,0.009348
114,1,0.008414
115,1,0.007572
116,1,0.006815
117,1,0.006134
118,1,0.005520
119,1,0.004968
120,1,0.004471
121,1,0.004024
122,1,0.003622
123,1,0.003260
124,1,0.002934
125,1,0.002640
126,1,0.002376
127,1,0.002139
128,1,0.001925
129,1,0.001732
130,1,0.001559
131,1,0.001403
132,1,0.001263
133,1,0.001137
134,1,0.001023
135,1,0.000921
136,1,0.000829
137,1,0.000746
138,1,0.000671
139,1,0.000604
140,1,0.000544
141,1,0.000489
142,1,0.000440
143,1,0.000396
144,1,0.000357
145,1,0.000321
146,1,0.000289
147,1,0.000260
148,1,0.000234
149,1,0.000211
150,1,0.000190
151,1,0.000171
152,1,0.000154
153,1,0.000138
154,1,0.000124
155,1,0.000112
