episode,is_optimal,surprise
0,1,0.000000
1,1,0.000000
2,0,0.124998
3,1,0.112498
4,0,0.200967
5,0,0.262474
6,0,0.298560
7,1,0.268704
8,1,0.241833
9,1,0.217650
10,1,0.195981
11,0,0.205110
12,1,0.186308
13,0,0.195131
14,1,0.178175
15,1,0.162867
16,1,0.148303
17,1,0.133801
18,0,0.151040
19,0,0.167353
20,1,0.150618
21,0,0.167300
22,0,0.181896
23,1,0.163706
24,1,0.147336
25,0,0.162270
26,1,0.146100
27,1,0.131687
28,1,0.118518
29,1,0.106666
30,0,0.127039
31,1,0.114335
32,0,0.134867
33,0,0.153298
34,1,0.137968
35,0,0.155330
36,1,0.139797
37,0,0.156104
38,0,0.170105
39,1,0.153467
40,1,0.139075
41,1,0.126285
42,1,0.114569
43,0,0.131655
44,1,0.118819
45,0,0.135905
46,0,0.151195
47,1,0.136588
48,1,0.123554
49,0,0.139702
50,1,0.126326
51,1,0.114142
52,0,0.131626
53,1,0.118463
54,1,0.106617
55,1,0.095955
56,1,0.086360
57,1,0.077724
58,1,0.069951
59,1,0.062956
60,1,0.056661
61,1,0.050995
62,1,0.045895
63,0,0.084671
64,1,0.076204
65,0,0.115187
66,0,0.150697
67,1,0.135627
68,1,0.122065
69,1,0.109858
70,1,0.098872
71,1,0.088985
72,1,0.080087
73,0,0.132618
74,0,0.179499
75,1,0.161549
76,0,0.200886
77,1,0.180797
78,1,0.162718
79,0,0.195478
80,1,0.175931
81,1,0.158337
82,0,0.187835
83,1,0.169052
84,0,0.195512
85,0,0.217833
86,1,0.196050
87,1,0.176445
88,1,0.158800
89,1,0.142920
90,1,0.128628
91,1,0.115766
92,1,0.104189
93,1,0.093770
94,0,0.131355
95,1,0.118219
96,1,0.106397
97,1,0.095758
98,1,0.086182
99,1,0.077564
100,1,0.069807
101,1,0.062827
102,1,0.056544
103,1,0.050890
104,0,0.120169
105,1,0.108152
106,1,0.097337
107,1,0.087603
108,1,0.078843
109,1,0.070958
110,1,0.063863
111,1,0.057476
112,1,0.051729
113,1,0.046556
114,1,0.041900
115,1,0.037710
116,1,0.033939
117,1,0.030545
118,1,0.027491
119,1,0.024742
120,1,0.022267
121,1,0.020041
122,1,0.018037
123,1,0.016233
124,1,0.014610
125,1,0.013149
126,1,0.011834
127,1,0.010650
128,1,0.009585
129,1,0.008627
130,1,0.007764
131,1,0.006988
132,1,0.006289
133,1,0.005660
134,1,0.005094
135,1,0.004585
136,1,0.004126
137,1,0.003714
138,0,0.119184
139,1,0.107266
140,1,0.096539
141,1,0.086885
142,1,0.078197
143,1,0.070377
144,1,0.063339
145,1,0.057005
146,1,0.051305
147,1,0.046174
148,1,0.041557
149,1,0.037401
150,1,0.033661
151,1,0.030295
152,1,0.027265
153,1,0.024539
154,1,0.022085
155,1,0.019877
156,0,0.138342
157,1,0.124507
158,1,0.112057
159,1,0.100851
160,1,0.090766
161,1,0.081689
162,1,0.073520
163,1,0.066168
164,1,0.059551
165,1,0.053596
166,1,0.048237
167,1,0.043413
168,0,0.141199
169,1,0.127079
170,1,0.114371
171,1,0.102934
172,1,0.092641
173,1,0.083377
174,1,0.075039
175,1,0.067535
176,1,0.060782
177,1,0.054703
178,1,0.049233
179,0,0.140016
180,1,0.126014
181,1,0.113413
182,1,0.102071
183,1,0.091864
184,1,0.082678
185,1,0.074410
186,1,0.066969
187,1,0.060272
188,1,0.054245
189,1,0.048820
190,1,0.043938
191,1,0.039545
192,1,0.035590
193,0,0.140673
194,1,0.126605
195,1,0.113945
196,1,0.102550
197,1,0.092295
198,1,0.083066
199,1,0.074759
200,1,0.067283
201,1,0.060555
202,1,0.054499
203,1,0.049050
204,1,0.044145
205,1,0.039730
206,1,0.035757
207,1,0.032181
208,1,0.028963
209,1,0.026067
210,1,0.023460
211,1,0.021114
212,1,0.019003
213,1,0.017103
214,1,0.015392
215,1,0.013853
216,1,0.012468
217,1,0.011221
218,1,0.010099
219,1,0.009089
220,1,0.008180
221,1,0.007362
222,1,0.006626
223,1,0.005963
224,1,0.005367
225,1,0.004830
226,1,0.004347
227,1,0.003913
228,1,0.003521
229,1,0.003169
230,1,0.002852
231,1,0.002567
232,1,0.002310
233,1,0.002079
234,1,0.001871
235,1,0.001684
236,1,0.001516
237,1,0.001364
238,1,0.001228
239,1,0.001105
240,1,0.000995
241,1,0.000895
242,1,0.000806
243,1,0.000725
244,1,0.000652
245,1,0.000587
246,1,0.000529
247,1,0.000476
248,1,0.000428
249,1,0.000385
250,1,0.000347
251,1,0.000312
252,1,0.000281
253,1,0.000253
254,1,0.000228
255,1,0.000205
256,1,0.000184
257,1,0.000166
258,1,0.000149
259,1,0.000134
260,1,0.000121
261,1,0.000109
262,1,0.000098
263,1,0.000088
264,1,0.000079
265,1,0.000071
266,1,0.000064
267,1,0.000058
268,0,0.117043
269,1,0.105338
270,1,0.094805
271,1,0.085324
272,1,0.076792
273,1,0.069113
274,1,0.062201
275,1,0.055981
276,1,0.050383
277,1,0.045345
278,1,0.040810
279,1,0.036729
280,1,0.033056
281,1,0.029751
282,1,0.026776
283,1,0.024098
284,1,0.021688
285,1,0.019519
286,1,0.017567
287,1,0.015811
288,1,0.014230
289,1,0.012807
290,1,0.011526
291,1,0.010373
292,1,0.009336
293,1,0.008402
294,1,0.007562
295,1,0.006806
296,1,0.006125
297,1,0.005513
298,1,0.004962
299,1,0.004465
300,1,0.004019
301,1,0.003617
302,1,0.003255
303,1,0.002930
304,0,0.122102
305,1,0.109891
306,1,0.098902
307,1,0.089012
308,1,0.080111
309,1,0.072100
310,1,0.064890
311,1,0.058401
312,1,0.052561
313,1,0.047305
314,1,0.042574
315,1,0.038317
316,1,0.034485
317,1,0.031037
318,1,0.027933
319,1,0.025140
320,1,0.022626
321,1,0.020363
322,1,0.018327
323,1,0.016494
324,1,0.014845
325,1,0.013360
326,1,0.012024
327,1,0.010822
328,1,0.009740
329,1,0.008766
330,1,0.007889
331,1,0.007100
332,1,0.006390
333,1,0.005751
334,1,0.005176
335,1,0.004658
336,1,0.004193
337,1,0.003773
338,1,0.003396
339,1,0.003056
340,1,0.002751
341,1,0.002476
342,1,0.002228
343,1,0.002005
344,1,0.001805
345,1,0.001624
346,1,0.001462
347,1,0.001316
348,1,0.001184
349,1,0.001066
350,1,0.000959
351,1,0.000863
352,1,0.000777
353,1,0.000699
354,1,0.000629
355,1,0.000566
356,1,0.000510
357,1,0.000459
358,1,0.000413
359,1,0.000372
360,1,0.000334
361,1,0.000301
362,1,0.000271
363,1,0.000244
364,1,0.000219
365,1,0.000197
366,1,0.000178
367,1,0.000160
368,1,0.000144
369,1,0.000130
370,1,0.000117
371,1,0.000105
372,1,0.000094
373,1,0.000085
374,1,0.000077
375,1,0.000069
376,1,0.000062
377,1,0.000056
378,1,0.000050
379,1,0.000045
380,1,0.000041
381,1,0.000037
382,1,0.000033
383,1,0.000030
384,1,0.000027
385,1,0.000024
386,1,0.000022
387,1,0.000019
388,1,0.000018
389,1,0.000016
390,1,0.000014
391,1,0.000013
392,1,0.000011
393,1,0.000010
394,1,0.000009
395,1,0.000008
396,1,0.000008
397,1,0.000007
398,1,0.000006
399,1,0.000005
400,1,0.000005
401,1,0.000004
402,1,0.000004
