episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,1,0.693247,0.000000,0.010000,1.000000,1
1,0,1.484206,0.000000,0.010000,1.000000,0
2,1,0.456247,0.000000,0.010000,1.000000,1
3,1,1.811756,0.000014,0.010000,1.000000,0
4,0,0.157961,0.000011,0.010000,1.000000,1
5,1,2.053161,0.000009,0.010000,1.000000,1
6,0,0.084398,0.000007,0.010000,1.000000,1
7,1,1.723232,0.000006,0.010000,1.000000,0
8,1,0.204534,0.000051,0.010000,1.000000,0
9,0,1.644388,0.000041,0.010000,1.000000,1
10,1,0.398610,0.000040,0.010000,1.000000,0
11,1,1.660777,0.000157,0.010000,1.000000,1
12,0,0.187569,0.000126,0.010000,1.000000,1
13,1,2.331454,0.000164,0.010000,1.000000,1
14,0,0.031461,0.000131,0.010000,1.000000,1
15,0,1.275148,0.000105,0.010000,1.000000,1
16,0,0.785275,0.000084,0.010000,1.000000,1
17,0,1.452970,0.000067,0.010000,1.000000,1
18,0,0.423026,0.000054,0.010000,1.000000,1
19,0,1.695467,0.000108,0.010000,1.000000,0
20,1,0.182138,0.000087,0.010000,1.000000,0
21,0,2.260465,0.000101,0.010000,1.000000,0
22,0,0.040751,0.000243,0.010000,1.000000,1
23,1,0.810667,0.000195,0.010000,1.000000,0
24,1,1.774537,0.000156,0.010000,1.000000,0
25,0,0.288310,0.000125,0.010000,1.000000,1
26,0,1.723719,0.000188,0.010000,1.000000,1
27,0,0.162361,0.000382,0.010000,1.000000,0
28,0,1.393905,0.000692,0.010000,1.000000,0
29,1,0.286924,0.000637,0.010000,1.000000,0
30,0,2.659681,0.000753,0.010000,1.000000,0
31,1,0.010000,0.000603,0.010000,1.000000,0
32,1,0.746060,0.000482,0.010000,1.000000,1
33,0,1.856890,0.000386,0.010000,1.000000,1
34,1,0.115747,0.000309,0.010000,1.000000,0
35,0,2.097940,0.000247,0.010000,1.000000,1
36,0,0.062118,0.000302,0.010000,1.000000,0
37,1,0.998286,0.000242,0.010000,1.000000,0
38,1,1.454901,0.000193,0.010000,1.000000,1
39,1,0.605024,0.000155,0.010000,1.000000,0
40,1,1.830042,0.000124,0.010000,1.000000,0
41,0,0.187566,0.000099,0.010000,1.000000,0
42,1,1.909415,0.000079,0.010000,1.000000,0
43,0,0.152663,0.000063,0.010000,1.000000,0
44,0,1.838279,0.000051,0.010000,1.000000,1
45,0,0.156977,0.000063,0.010000,1.000000,1
46,0,1.589548,0.000197,0.010000,1.000000,1
47,1,0.224609,0.000158,0.010000,1.000000,1
48,0,2.374708,0.000223,0.010000,1.000000,1
49,1,0.027903,0.000178,0.010000,1.000000,1
50,0,1.196289,0.000204,0.010000,1.000000,0
51,1,0.570492,0.000163,0.010000,1.000000,0
52,1,2.071360,0.000130,0.010000,1.000000,1
53,1,0.120587,0.000104,0.010000,1.000000,1
