episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,1,0.693247,0.000000,0.010000,1.000000,1
1,1,1.484206,0.000047,0.010000,1.000000,0
2,1,0.350547,0.000167,0.010000,1.000000,1
3,1,1.638274,0.000371,0.010000,1.000000,0
4,0,0.187548,0.000310,0.010000,1.000000,0
5,0,2.392866,0.000248,0.010000,1.000000,0
6,0,0.056597,0.000198,0.010000,1.000000,1
7,0,1.442912,0.000159,0.010000,1.000000,1
8,1,0.464209,0.000127,0.010000,1.000000,0
9,0,1.875085,0.000102,0.010000,1.000000,0
10,0,0.164933,0.000081,0.010000,1.000000,0
11,1,1.726798,0.000065,0.010000,1.000000,1
12,0,0.281134,0.000052,0.010000,1.000000,1
13,1,1.845386,0.000042,0.010000,1.000000,0
14,0,0.206899,0.000033,0.010000,1.000000,1
15,1,1.815191,0.000027,0.010000,1.000000,1
16,1,0.220831,0.000021,0.010000,1.000000,0
17,1,1.928527,0.000017,0.010000,1.000000,0
18,0,0.121054,0.000014,0.010000,1.000000,1
19,0,1.896537,0.000011,0.010000,1.000000,1
20,1,0.159190,0.000009,0.010000,1.000000,0
21,1,1.847235,0.000007,0.010000,1.000000,1
22,0,0.152229,0.000006,0.010000,1.000000,1
23,1,1.986118,0.000004,0.010000,1.000000,0
24,0,0.106692,0.000004,0.010000,1.000000,0
25,0,1.807250,0.000003,0.010000,1.000000,0
26,0,0.195344,0.000002,0.010000,1.000000,0
27,0,1.774678,0.000084,0.010000,1.000000,0
28,1,0.159107,0.000067,0.010000,1.000000,1
29,0,2.142731,0.000108,0.010000,1.000000,0
30,1,0.060536,0.000086,0.010000,1.000000,0
31,1,1.594852,0.000069,0.010000,1.000000,1
32,1,0.368900,0.000055,0.010000,1.000000,0
33,1,1.910660,0.000049,0.010000,1.000000,0
34,0,0.124759,0.000040,0.010000,1.000000,0
35,1,1.927101,0.000033,0.010000,1.000000,1
36,1,0.121272,0.000123,0.010000,1.000000,0
37,1,1.465740,0.000316,0.010000,1.000000,0
38,0,0.296161,0.000281,0.010000,1.000000,0
39,0,2.422668,0.000225,0.010000,1.000000,0
40,1,0.049884,0.000195,0.010000,1.000000,1
41,0,1.054676,0.000156,0.010000,1.000000,1
42,0,1.149978,0.000125,0.010000,1.000000,0
43,1,0.883697,0.000100,0.010000,1.000000,0
44,1,1.173724,0.000100,0.010000,1.000000,1
45,1,0.663281,0.000208,0.010000,1.000000,1
46,1,1.290023,0.000424,0.010000,1.000000,0
47,0,0.420093,0.000383,0.010000,1.000000,1
48,0,2.401650,0.000307,0.010000,1.000000,0
49,0,0.055767,0.000245,0.010000,1.000000,0
50,1,1.441177,0.000196,0.010000,1.000000,1
51,1,0.412099,0.000193,0.010000,1.000000,0
52,1,1.656184,0.000313,0.010000,1.000000,0
53,0,0.191024,0.000250,0.010000,1.000000,1
54,0,2.329914,0.000200,0.010000,1.000000,0
55,1,0.063045,0.000160,0.010000,1.000000,1
56,1,1.198664,0.000228,0.010000,1.000000,1
57,1,0.564015,0.000416,0.010000,1.000000,0
58,1,1.316278,0.000715,0.010000,1.000000,1
59,1,0.354402,0.001111,0.010000,1.000000,1
60,1,1.319588,0.001588,0.010000,1.000000,1
61,0,0.285865,0.001538,0.010000,1.000000,0
62,1,2.883896,0.001678,0.010000,1.000000,0
63,1,0.010000,0.001968,0.010000,1.000000,0
64,1,0.088810,0.002377,0.010000,1.000000,0
65,0,0.840033,0.002182,0.010000,1.000000,1
66,1,2.292000,0.002230,0.010000,1.000000,1
67,1,0.020220,0.002464,0.010000,1.000000,1
68,0,0.313999,0.002130,0.010000,1.000000,0
69,1,3.099873,0.002086,0.010000,1.000000,1
70,1,0.010000,0.002262,0.010000,1.000000,0
71,0,0.034938,0.001879,0.010000,1.000000,0
72,0,2.005285,0.001503,0.010000,1.000000,0
73,0,0.296397,0.001202,0.010000,1.000000,1
74,0,2.688803,0.000962,0.010000,1.000000,0
75,1,0.030416,0.000770,0.010000,1.000000,0
76,1,0.675872,0.000616,0.010000,1.000000,1
77,1,1.100248,0.000497,0.010000,1.000000,1
78,1,0.514064,0.000622,0.010000,1.000000,0
79,1,1.126659,0.000936,0.010000,1.000000,1
80,0,0.404600,0.000748,0.010000,1.000000,1
81,1,2.925343,0.000822,0.010000,1.000000,1
82,1,0.010000,0.001099,0.010000,1.000000,1
83,1,0.067993,0.001531,0.010000,1.000000,0
84,1,0.696593,0.002074,0.010000,1.000000,1
85,0,0.721112,0.001889,0.010000,1.000000,0
86,0,2.735323,0.001511,0.010000,1.000000,1
87,1,0.047270,0.001256,0.010000,1.000000,1
88,0,0.638689,0.001005,0.010000,1.000000,0
89,0,2.559106,0.000804,0.010000,1.000000,0
90,1,0.056703,0.000643,0.010000,1.000000,0
91,1,0.847016,0.000515,0.010000,1.000000,0
92,1,0.762566,0.000579,0.010000,1.000000,0
93,0,0.800295,0.000464,0.010000,1.000000,1
94,0,2.244415,0.000371,0.010000,1.000000,1
95,1,0.133693,0.000297,0.010000,1.000000,1
96,1,1.233122,0.000242,0.010000,1.000000,1
97,1,0.371903,0.000429,0.010000,1.000000,1
98,0,1.202421,0.000343,0.010000,1.000000,1
99,1,1.426765,0.000356,0.010000,1.000000,1
100,0,0.229786,0.000285,0.010000,1.000000,1
101,1,2.819004,0.000228,0.010000,1.000000,0
102,1,0.010000,0.000391,0.010000,1.000000,1
103,1,0.113092,0.000744,0.010000,1.000000,1
104,1,0.951411,0.001237,0.010000,1.000000,1
105,1,0.509689,0.001832,0.010000,1.000000,0
106,0,0.905324,0.001689,0.010000,1.000000,0
107,1,2.362807,0.001811,0.010000,1.000000,0
108,0,0.014085,0.001449,0.010000,1.000000,1
